editonNo,Team Name,Player ID,Player Name,Role,Batting Style,Bowling Style,Nationality,DOB,IPL Debut,Matches,Runs,WIckets,Image
2021,rajasthan-royals,3027,Glenn Phillips,Wicketkeeper Batter,Right-handed,Right-arm Offbreak,New Zealander,6-Dec-96,,3,26,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/3027.png
2021,rajasthan-royals,1748,Shreyas Gopal,All-rounder,Right-handed,Right-arm Leg Spin,Indian,4-Sep-93,,49,180,49,https://assets.iplt20.com/ipl/IPLHeadshot2022/1748.png
2021,rajasthan-royals,1749,Rahul Tewatia,Bowler,Left-handed,Right-arm Leg Spin,Indian,20-May-93,2014,64,738,32,https://assets.iplt20.com/ipl/IPLHeadshot2022/1749.png
2021,rajasthan-royals,86,Jaydev Unadkat,Bowler,Right-handed,Left-arm Medium Fast,Indian,18-Oct-91,2010,91,164,91,https://assets.iplt20.com/ipl/IPLHeadshot2022/86.png
2021,rajasthan-royals,4951,Mayank Markande,Bowler,Right-handed,Leg Spin,Indian,11-Nov-97,,20,27,17,https://assets.iplt20.com/ipl/IPLHeadshot2022/4951.png
2021,rajasthan-royals,2970,Mahipal Lomror,All-rounder,Left-handed,Left-arm Spin,Indian,16-Nov-99,2018,18,267,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/2970.png
2021,rajasthan-royals,5146,Oshane Thomas,Bowler,Left-handed,Right-arm Fast,West Indian,18-Feb-97,2019,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/5146.png
2021,rajasthan-royals,4445,Riyan Parag,Batter,Right-handed,Right-arm Legbreak,Indian,10-Nov-01,2019,47,522,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/4445.png
2021,rajasthan-royals,13538,Yashasvi Jaiswal,Batter,Left-handed,,Indian,28-Dec-01,,23,547,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/13538.png
2021,rajasthan-royals,10788,Anuj Rawat,Wicketkeeper Batter,Left-handed,,Indian,17-Oct-99,,10,129,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/10788.png
2021,rajasthan-royals,872,Evin Lewis,Batter,Left-handed,,West Indian,27-Dec-91,,27,654,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/872.png
2021,rajasthan-royals,12585,Akash Singh,Bowler,Right-handed,,Indian,26-Apr-02,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/12585.png
2021,rajasthan-royals,3309,Tabraiz Shamsi,Bowler,Right-handed,Left-arm Chinaman,South African,18-Feb-90,,1,2,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3309.png
2021,rajasthan-royals,3502,Jofra Archer,All-rounder,Right-handed,Fast Seam,English,1-Apr-95,2018,35,195,46,https://www.iplt20.com/assets/images/default-headshot.png
2021,rajasthan-royals,11062,Chetan Sakariya,Bowler,Left-handed,Fast Seam,Indian,28-Feb-98,,17,16,17,https://assets.iplt20.com/ipl/IPLHeadshot2022/11062.png
2021,rajasthan-royals,5431,Shivam Dube,All-rounder,Left-handed,Medium Seam,Indian,26-Jun-93,2019,35,688,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/5431.png
2021,rajasthan-royals,2743,KC Cariappa,Bowler,Right-handed,Leg-break,Indian,13-Apr-94,2015,11,24,8,https://assets.iplt20.com/ipl/IPLHeadshot2022/2743.png
2021,rajasthan-royals,1594,Mustafizur Rahman,Bowler,Left-handed,Fast Seam,Bangladeshi,6-Sep-95,,46,12,46,https://assets.iplt20.com/ipl/IPLHeadshot2022/1594.png
2021,rajasthan-royals,187,David Miller,Batter,Left-handed,Right-arm Off-spin,South African,10-Jun-89,2012,105,2455,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/187.png
2021,rajasthan-royals,3644,Liam Livingstone,Batter,Right-handed,Leg Spin,English,4-Aug-93,,23,549,6,https://assets.iplt20.com/ipl/IPLHeadshot2022/3644.png
2021,rajasthan-royals,509,Jos Buttler,Wicketkeeper Batter,Right-handed,,English,8-Sep-90,2016,82,2831,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/509.png
2021,rajasthan-royals,1085,Manan Vohra,Batter,Right-handed,Right-arm Medium,Indian,18-Jul-93,2013,55,1073,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1085.png
2021,royal-challengers-bangalore,164,Virat Kohli,Batter,Right-handed,Right-arm Medium,Indian,5-Nov-88,2008,223,6624,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/164.png
2021,royal-challengers-bangalore,3840,Mohammed Siraj,Bowler,Right-handed,Medium Seam,Indian,13-Mar-94,2017,65,96,59,https://assets.iplt20.com/ipl/IPLHeadshot2022/3840.png
2021,royal-challengers-bangalore,1859,Scott Kuggeleijn,Bowling all-rounder,Right-handed,,New Zealander,3-Jan-92,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1859.png
2021,royal-challengers-bangalore,3082,Wanindu Hasaranga,All-rounder,Right-handed,Right-arm Legbreak,Sri Lankan,29-Jul-97,,18,39,26,https://assets.iplt20.com/ipl/IPLHeadshot2022/3082.png
2021,royal-challengers-bangalore,3020,Finn Allen,Wicketkeeper Batter,Right-handed,,New Zealander,22-Apr-99,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3020.png
2021,royal-challengers-bangalore,1616,Kyle Jamieson,All-rounder,Right-handed,,New Zealander,30-Dec-94,,9,65,9,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1616.png
2021,royal-challengers-bangalore,14800,Akash Deep,Bowler,Right-handed,Right-arm Medium,Indian,15-Dec-96,,5,0,5,https://assets.iplt20.com/ipl/IPLHeadshot2022/14800.png
2021,royal-challengers-bangalore,282,Glenn Maxwell,All-rounder,Right-handed,Right-arm Off-spin,Australian,14-Oct-88,2012,110,2319,28,https://assets.iplt20.com/ipl/IPLHeadshot2022/282.png
2021,royal-challengers-bangalore,7002,Suyash S Prabhudessai,Batter,Right-handed,,Indian,6-Sep-97,,5,67,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7002.png
2021,royal-challengers-bangalore,1115,Sachin Baby,Batter,Left-handed,Right-arm Off-spin,Indian,18-Dec-88,2013,19,144,2,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1115.png
2021,royal-challengers-bangalore,4957,Pavan Deshpande,Batter,Left-handed,,Indian,16-Sep-98,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/4957.png
2021,royal-challengers-bangalore,2973,Washington Sundar,All-rounder,Left-handed,Right Arm Offbreak,Indian,5-Oct-99,2017,51,318,33,https://assets.iplt20.com/ipl/IPLHeadshot2022/2973.png
2021,royal-challengers-bangalore,157,Harshal Patel,Bowler,Right-handed,Right-arm Medium,Indian,23-Nov-90,2012,78,230,97,https://assets.iplt20.com/ipl/IPLHeadshot2022/157.png
2021,royal-challengers-bangalore,798,Kane Richardson,Bowler,Right-handed,Right-arm Medium Fast,Australian,12-Feb-91,2013,14,36,19,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/798.png
2021,royal-challengers-bangalore,5471,Rajat Patidar,Batter,Right-handed,,Indian,1-Jun-93,,12,404,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5471.png
2021,royal-challengers-bangalore,233,AB de Villiers,Wicketkeeper Batter,Right-handed,Right-arm Medium,South African,17-Feb-84,2008,184,5162,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/233.png
2021,royal-challengers-bangalore,4649,Daniel Sams,All-rounder,Right-handed,Left Arm Medium,Australian,27-Oct-92,,16,44,14,https://assets.iplt20.com/ipl/IPLHeadshot2022/4649.png
2021,royal-challengers-bangalore,13803,Shahbaz Ahamad,Bowler,Left-handed,Slow Left Arm Orthodox,Indian,11-Dec-94,,29,279,13,https://assets.iplt20.com/ipl/IPLHeadshot2022/13803.png
2021,royal-challengers-bangalore,4524,Tim David,Batter,Right-handed,Right-arm Medium,Singaporean,16-Mar-96,,9,187,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/4524.png
2021,royal-challengers-bangalore,2734,K.S Bharat,Wicketkeeper Batter,Right-handed,,Indian,3-Oct-93,,10,199,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2734.png
2021,royal-challengers-bangalore,111,Yuzvendra Chahal,Bowler,Right-handed,Right-arm Leg Spin,Indian,23-Jul-90,2013,131,37,166,https://assets.iplt20.com/ipl/IPLHeadshot2022/111.png
2021,royal-challengers-bangalore,3824,Navdeep Saini,Bowler,Right-handed,Right Arm Fast,Indian,23-Nov-92,2019,30,33,20,https://assets.iplt20.com/ipl/IPLHeadshot2022/3824.png
2021,royal-challengers-bangalore,817,Dushmantha Chameera,Bowler,Right-handed,Fast Seam,Sri Lankan,11-Jan-92,,12,43,9,https://assets.iplt20.com/ipl/IPLHeadshot2022/817.png
2021,royal-challengers-bangalore,181,Dan Christian,All-rounder,Right-handed,Right-arm Medium Fast,Australian,4-May-83,2011,49,460,38,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/181.png
2021,royal-challengers-bangalore,5430,Devdutt Padikkal,Batter,Left-handed,Right-arm Offbreak,Indian,7-Jul-00,,46,1260,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5430.png
2021,royal-challengers-bangalore,958,Adam Zampa,Bowler,Right-handed,Legbreak Googly,Australian,31-Mar-92,2016,11,5,21,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/958.png
2021,royal-challengers-bangalore,2942,George Garton,Bowler,Left-handed,,English,15-Apr-97,,5,2,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/2942.png
2021,royal-challengers-bangalore,7743,Mohammed Azharuddeen,Wicketkeeper Batter,Right-handed,,Indian,22-Mar-94,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/7743.png
2021,sunrisers-hyderabad,440,Kane Williamson,Batter,Right-handed,Right-arm Off-spin,New Zealander,8-Aug-90,2015,76,2101,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/440.png
2021,sunrisers-hyderabad,16,Wriddhiman Saha,Wicketkeeper Batter,Right-handed,,Indian,24-Oct-84,2008,144,2427,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/16.png
2021,sunrisers-hyderabad,2885,Rashid Khan,Bowler,Right-handed,Legbreak Googly,Afghan,20-Sep-98,2017,92,313,112,https://assets.iplt20.com/ipl/IPLHeadshot2022/2885.png
2021,sunrisers-hyderabad,2964,Khaleel Ahmed,Bowler,Right-handed,Left-arm Medium Pace,Indian,5-Dec-97,2018,34,1,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/2964.png
2021,sunrisers-hyderabad,5396,Sherfane Rutherford,Batter,Left-handed,Right-arm Fast-medium,West Indian,15-Aug-98,2019,10,106,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/5396.png
2021,sunrisers-hyderabad,19352,Abdul Samad,Batter,Right-handed,Right-arm Legbreak,Indian,28-Oct-01,,25,226,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/19352.png
2021,sunrisers-hyderabad,1112,Sandeep Sharma,Bowler,Right-handed,Right-arm Medium,Indian,18-May-93,2013,104,52,114,https://assets.iplt20.com/ipl/IPLHeadshot2022/1112.png
2021,sunrisers-hyderabad,4572,Mujeeb Ur Rahman,Bowler,Right-handed,,Afghan,28-Mar-01,2018,19,12,19,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/4572.png
2021,sunrisers-hyderabad,95,Shreevats Goswami,Wicketkeeper Batter,Left-handed,Right-arm Off-spin,Indian,18-May-89,2008,31,293,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/95.png
2021,sunrisers-hyderabad,297,Kedar Jadhav,All-rounder,Right-handed,Right-arm Off-spin,Indian,26-Mar-85,2010,93,1196,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/297.png
2021,sunrisers-hyderabad,170,David Warner,Batter,Left-handed,Right-arm Leg Spin,Australian,27-Oct-86,2009,162,5881,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/170.png
2021,sunrisers-hyderabad,618,Mohammad Nabi,All Rounder,Right-handed,Right-arm Off-break,Afghan,1-Jan-85,2017,17,180,13,https://assets.iplt20.com/ipl/IPLHeadshot2022/618.png
2021,sunrisers-hyderabad,3760,Abhishek Sharma,All-rounder,Left-handed,Left-arm Orthodox,Indian,4-Sep-00,2018,36,667,7,https://assets.iplt20.com/ipl/IPLHeadshot2022/3760.png
2021,sunrisers-hyderabad,3825,Basil Thampi,Bowler,Right-handed,Medium Seam,Indian,11-Sep-93,2017,25,32,22,https://assets.iplt20.com/ipl/IPLHeadshot2022/3825.png
2021,sunrisers-hyderabad,1906,,,Left-handed,,,,,13,329,0,https://www.iplt20.com/assets/images/default-headshot.png
2021,sunrisers-hyderabad,15154,Umran Malik,Bowler,Right-handed,Right-arm Fast,Indian,22-Nov-99,,17,4,24,https://assets.iplt20.com/ipl/IPLHeadshot2022/15154.png
2021,sunrisers-hyderabad,1075,Jason Holder,All-rounder,Right-handed,Right-arm Medium Fast,West Indian,5-Nov-91,2013,38,247,49,https://assets.iplt20.com/ipl/IPLHeadshot2022/1075.png
2021,sunrisers-hyderabad,116,Bhuvneshwar Kumar,Bowler,Right-handed,Right-arm Medium,Indian,5-Feb-90,2011,146,241,154,https://assets.iplt20.com/ipl/IPLHeadshot2022/116.png
2021,sunrisers-hyderabad,2741,Jagadeesha Suchith,Bowler,Left-handed,Slow Left-arm Orthodox,Indian,16-Jan-94,2015,22,70,19,https://assets.iplt20.com/ipl/IPLHeadshot2022/2741.png
2021,sunrisers-hyderabad,6966,Virat Singh,Batter,Left-handed,,Indian,8-Dec-97,,3,15,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/6966.png
2021,sunrisers-hyderabad,3831,T Natarajan,Bowler,Left-handed,Left-arm Fast-medium,Indian,27-May-91,2017,35,3,38,https://assets.iplt20.com/ipl/IPLHeadshot2022/3831.png
2021,sunrisers-hyderabad,57,Shahbaz Nadeem,Bowler,Right-handed,Left-arm Orthodox Spin,Indian,12-Aug-89,2011,72,39,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/57.png
2021,sunrisers-hyderabad,506,Jonny Bairstow,Wicketkeeper Batter,Right-handed,,English,26-Sep-89,2019,39,1291,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/506.png
2021,sunrisers-hyderabad,123,Manish Pandey,Batter,Right-handed,Right-arm Off-spin,Indian,10-Sep-89,2008,160,3648,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/123.png
2021,sunrisers-hyderabad,1083,Vijay Shankar,All-rounder,Right-handed,Right-arm Offbreak,Indian,26-Jan-91,2014,51,731,9,https://assets.iplt20.com/ipl/IPLHeadshot2022/1083.png
2021,sunrisers-hyderabad,1086,Siddharth Kaul,Bowler,Right-handed,Right-arm Medium Fast,Indian,19-May-90,2013,55,20,58,https://assets.iplt20.com/ipl/IPLHeadshot2022/1086.png
2021,sunrisers-hyderabad,3775,Priyam Garg,Batter,Right-handed,,Indian,30-Nov-00,,21,251,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3775.png
2022,chennai-super-kings,1,MS Dhoni,Wicketkeeper Batter,Right-handed,Right-arm Medium,Indian,7-Jul-81,2008,234,4978,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1.png
2022,chennai-super-kings,7111,C Hari Nishaanth,Batter,Left-handed,Right-arm Offbreak,Indian,16-Aug-96,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7111.png
2022,chennai-super-kings,20572,Devon Conway,WK-Batsman,Left-handed,Right-arm Medium,South African,8-Jul-91,,7,252,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/20572.png
2022,chennai-super-kings,127,Robin Uthappa,Batter,Right-handed,Right-arm Medium,Indian,11-Nov-85,2008,205,4952,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/127.png
2022,chennai-super-kings,5443,Ruturaj Gaikwad,Batter,Right-handed,,Indian,31-Jan-97,,36,1207,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5443.png
2022,chennai-super-kings,20574,Subhranshu Senapati,Batter,Left-handed,Right-arm Medium,Indian,30-Dec-96,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/20574.png
2022,chennai-super-kings,100,Ambati Rayudu,Wicketkeeper Batter,Right-handed,Right-arm Off-spin,Indian,23-Sep-85,2010,188,4190,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/100.png
2022,chennai-super-kings,9,Ravindra Jadeja,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,6-Dec-88,2008,210,2502,132,https://assets.iplt20.com/ipl/IPLHeadshot2022/9.png
2022,chennai-super-kings,4942,Narayan Jagadeesan,Wicketkeeper Batter,Right-handed,,Indian,24-Dec-95,,7,73,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/4942.png
2022,chennai-super-kings,1299,Chris Jordan,Bowler,Right-handed,Right-arm Fast-medium,English,4-Oct-88,2016,28,75,27,https://assets.iplt20.com/ipl/IPLHeadshot2022/1299.png
2022,chennai-super-kings,20573,Dwaine Pretorius,Bowling Allrounder,Left-handed,Right-arm Fast-medium,South African,29-Mar-89,,6,44,6,https://assets.iplt20.com/ipl/IPLHeadshot2022/20573.png
2022,chennai-super-kings,25,Dwayne Bravo,All-rounder,Right-handed,Right-arm Medium Fast,West Indian,7-Oct-83,2008,161,1560,183,https://assets.iplt20.com/ipl/IPLHeadshot2022/25.png
2022,chennai-super-kings,1903,Mitchell Santner,Bowling all-rounder,Left-handed,Left-arm Orthodox,New Zealander,5-Feb-92,2019,12,54,10,https://assets.iplt20.com/ipl/IPLHeadshot2022/1903.png
2022,chennai-super-kings,7105,K Bhagath Varma,Bowling all-rounder,Right-handed,Right-arm Offbreak,Indian,21-Sep-98,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7105.png
2022,chennai-super-kings,1735,Moeen Ali,Batting all-rounder,Left-handed,Right-arm Offbreak,English,18-Jun-87,2018,44,910,24,https://assets.iplt20.com/ipl/IPLHeadshot2022/1735.png
2022,chennai-super-kings,20571,Rajvardhan Hangargekar,Bowler,Right-handed,Right Arm Medium,Indian,10-Nov-02,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/20571.png
2022,chennai-super-kings,5431,Shivam Dube,All-rounder,Left-handed,Medium Seam,Indian,26-Jun-93,2019,35,688,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/5431.png
2022,chennai-super-kings,434,Adam Milne,Bowler,Right-handed,Right-arm Fast,New Zealander,13-Apr-92,,10,23,7,https://assets.iplt20.com/ipl/IPLHeadshot2022/434.png
2022,chennai-super-kings,140,Deepak Chahar,Bowler,Right-handed,Right-arm Medium,Indian,7-Aug-92,2016,63,79,59,https://assets.iplt20.com/ipl/IPLHeadshot2022/140.png
2022,chennai-super-kings,4944,KM Asif,Bowler,Right-handed,Medium Seam,Indian,24-Jul-93,2018,3,0,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/4944.png
2022,chennai-super-kings,20570,Maheesh Theekshana,Bowler,Right-handed,Right Arm Off Break Medium,Sri Lankan,1-Aug-00,,9,7,12,https://assets.iplt20.com/ipl/IPLHeadshot2022/20570.png
2022,chennai-super-kings,20575,Mukesh Choudhary,Bowler,Left-handed,Left Arm Medium,Indian,6-Jul-96,,13,6,16,https://assets.iplt20.com/ipl/IPLHeadshot2022/20575.png
2022,chennai-super-kings,20576,Prashant Solanki,Bowler,Right-handed,Legbreak,Indian,15-Oct-92,,2,0,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/20576.png
2022,chennai-super-kings,10789,Simarjeet Singh,Bowler,Right-handed,Right-arm Fast-medium,Indian,17-Jan-98,,6,7,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/10789.png
2022,chennai-super-kings,3257,Tushar Deshpande,Bowler,Left-handed,Right Arm Medium,Indian,15-May-95,,7,21,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/3257.png
2022,chennai-super-kings,20627,Matheesha Pathirana,Bowler,Right-handed,Right-arm Medium,Sri Lankan,18-Dec-02,,2,0,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/20627.png
2022,delhi-capitals,2972,Rishabh Pant,Wicketkeeper Batter,Left-handed,,Indian,4-Oct-97,2016,98,2838,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2972.png
2022,delhi-capitals,0,Ashwin Hebbar,,Left-handed,,Indian,15-Nov-95,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/0.png
2022,delhi-capitals,170,David Warner,Batter,Left-handed,Right-arm Leg Spin,Australian,27-Oct-86,2009,162,5881,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/170.png
2022,delhi-capitals,72,Mandeep Singh,All-rounder,Right-handed,Right-arm Medium,Indian,18-Dec-91,2010,108,1692,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/72.png
2022,delhi-capitals,3764,Prithvi Shaw,Batter,Right-handed,,Indian,9-Nov-99,2018,63,1588,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3764.png
2022,delhi-capitals,3333,Rovman Powell,Batter,Right-handed,,West Indian,23-Jul-93,,14,250,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3333.png
2022,delhi-capitals,2734,K.S Bharat,Wicketkeeper Batter,Right-handed,,Indian,3-Oct-93,,10,199,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2734.png
2022,delhi-capitals,1619,Tim Seifert,Wicketkeeper Batter,Right-handed,,New Zealander,14-Dec-94,,3,26,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1619.png
2022,delhi-capitals,1113,Axar Patel,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,20-Jan-94,2014,122,1135,101,https://assets.iplt20.com/ipl/IPLHeadshot2022/1113.png
2022,delhi-capitals,3766,Kamlesh Nagarkoti,Bowler,Right-handed,Medium Seam,Indian,28-Dec-99,,12,22,5,https://assets.iplt20.com/ipl/IPLHeadshot2022/3766.png
2022,delhi-capitals,6870,Lalit Yadav, All-Rounder,Right-handed,Off Spin,Indian,3-Jan-97,,19,229,8,https://assets.iplt20.com/ipl/IPLHeadshot2022/6870.png
2022,delhi-capitals,221,Mitchell Marsh,All-rounder,Right-handed,Right-arm Medium,Australian,20-Oct-91,2010,29,477,24,https://assets.iplt20.com/ipl/IPLHeadshot2022/221.png
2022,delhi-capitals,3188,Pravin Dubey,Bowler,Right-handed,Leg Spin,Indian,1-Jul-93,,3,7,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3188.png
2022,delhi-capitals,17191,Ripal Patel,Batter,Right-handed,Right-arm Fast-medium,Indian,28-Sep-95,,4,31,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/17191.png
2022,delhi-capitals,1564,Sarfaraz Khan,Batter,Right-handed,Legbreak,Indian,22-Oct-97,2015,46,532,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1564.png
2022,delhi-capitals,20624,Vicky Ostwal,Bowler,Right-handed,Left-arm Spin,Indian,1-Sep-02,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/20624.png
2022,delhi-capitals,20623,Yash Dhull,Batter,Left-handed,Right-arm Offbreak,Indian,11-Nov-02,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/20623.png
2022,delhi-capitals,5433,Anrich Nortje,Bowler,Right-handed,Fast Seam,South African,16-Nov-93,,30,8,43,https://assets.iplt20.com/ipl/IPLHeadshot2022/5433.png
2022,delhi-capitals,11062,Chetan Sakariya,Bowler,Left-handed,Fast Seam,Indian,28-Feb-98,,17,16,17,https://assets.iplt20.com/ipl/IPLHeadshot2022/11062.png
2022,delhi-capitals,261,Kuldeep Yadav,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,14-Dec-94,2016,59,105,61,https://assets.iplt20.com/ipl/IPLHeadshot2022/261.png
2022,delhi-capitals,3746,Lungi Ngidi,Bowler,Right-handed,Fast Seam,South African,29-Mar-96,2018,14,0,25,https://assets.iplt20.com/ipl/IPLHeadshot2022/3746.png
2022,delhi-capitals,1594,Mustafizur Rahman,Bowler,Left-handed,Fast Seam,Bangladeshi,6-Sep-95,,46,12,46,https://assets.iplt20.com/ipl/IPLHeadshot2022/1594.png
